        19 0.92662376 2.98450000
        23 0.92642339 3.01070000
        27 0.92630264 3.02940000
        31 0.92622428 3.04340000
        35 0.92617053 3.05430000
        39 0.92613191 3.06310000
        43 0.92610378 3.07020000
        47 0.92608184 3.07610000
        51 0.92606525 3.08120000
        55 0.92605201 3.08550000
        59 0.92604095 3.08920000
        63 0.92603244 3.09250000
        67 0.92602513 3.09540000
        71 0.92601835 3.09800000
        75 0.92601296 3.10030000
        79 0.92600917 3.10230000
        83 0.92600560 3.10420000
        87 0.92600230 3.10590000
        91 0.92599810 3.10740000
        95 0.92599617 3.10890000
        99 0.92599428 3.11020000
       103 0.92599254 3.11140000
       107 0.92599096 3.11250000
       111 0.92598758 3.11350000
       115 0.92598788 3.11450000
       119 0.92598652 3.11540000
       123 0.92598331 3.11630000
       127 0.92598138 3.11700000
       131 0.92598348 3.11780000
       135 0.92598260 3.11850000
       139 0.92597839 3.11920000
       143 0.92598020 3.11980000
       147 0.92597842 3.12040000
       151 0.92597877 3.12090000
       155 0.92597522 3.12150000
       159 0.92597510 3.12200000
       163 0.92597540 3.12240000
       167 0.92597768 3.12290000
       171 0.92597559 3.12330000
       175 0.92597249 3.12370000
       179 0.92597262 3.12410000
       183 0.92597531 3.12450000
       187 0.92597503 3.12490000
       191 0.92597296 3.12520000
       195 0.92597140 3.12560000
       199 0.92597432 3.12590000
       203 0.92597464 3.12620000
       207 0.92597415 3.12650000
       211 0.92597190 3.12680000
       215 0.92596552 3.12700000
       219 0.92597332 3.12730000
       223 0.92596957 3.12760000
       227 0.92597278 3.12780000
       231 0.92596321 3.12810000
       235 0.92597159 3.12830000
       239 0.92597304 3.12850000
       243 0.92597151 3.12870000
       247 0.92596974 3.12890000
       251 0.92596923 3.12910000
       255 0.92597027 3.12930000
       259 0.92597190 3.12950000
       263 0.92597199 3.12970000
       267 0.92596712 3.12990000
       271 0.92596137 3.13000000
       275 0.92597135 3.13020000
       279 0.92596720 3.13040000
       283 0.92596573 3.13050000
       287 0.92597006 3.13070000
       291 0.92596387 3.13080000
       295 0.92596848 3.13100000
       299 0.92596838 3.13110000
       303 0.92595864 3.13130000
       307 0.92597088 3.13140000
       311 0.92596696 3.13150000
       315 0.92595193 3.13170000
       319 0.92596605 3.13180000
       323 0.92597091 3.13190000
       327 0.92596913 3.13200000
       331 0.92596301 3.13210000
       335 0.92595453 3.13220000
       339 0.92595012 3.13240000
       343 0.92595572 3.13250000
       347 0.92595891 3.13260000
       351 0.92596031 3.13270000
       355 0.92596021 3.13280000
       359 0.92595860 3.13290000
       363 0.92595516 3.13300000
       367 0.92594925 3.13310000
       371 0.92594565 3.13310000
       375 0.92595473 3.13320000
       379 0.92596300 3.13330000
       383 0.92596877 3.13340000
       387 0.92597005 3.13350000
       391 0.92596451 3.13360000
       395 0.92594949 3.13370000
       399 0.92595118 3.13370000
       403 0.92596663 3.13380000
       407 0.92596939 3.13390000
       411 0.92595570 3.13400000
       415 0.92594725 3.13400000
       419 0.92596776 3.13410000
       423 0.92596596 3.13420000
       427 0.92593690 3.13430000
       431 0.92596373 3.13430000
       435 0.92596741 3.13440000
       439 0.92593521 3.13450000
       443 0.92596533 3.13450000
       447 0.92596354 3.13460000
       451 0.92594093 3.13460000
       455 0.92596962 3.13470000
       459 0.92594676 3.13480000
       463 0.92596148 3.13480000
       467 0.92596263 3.13490000
       471 0.92594586 3.13490000
       475 0.92596871 3.13500000
       479 0.92592820 3.13500000
       483 0.92596959 3.13510000
       487 0.92593101 3.13520000
       491 0.92596858 3.13520000
       495 0.92593621 3.13530000
       499 0.92596779 3.13530000
       503 0.92593598 3.13540000
       507 0.92596809 3.13540000
       511 0.92593028 3.13550000
       515 0.92596912 3.13550000
       519 0.92591783 3.13560000
       523 0.92596931 3.13560000
       527 0.92592927 3.13560000
       531 0.92596587 3.13570000
       535 0.92594687 3.13570000
       539 0.92595475 3.13580000
       543 0.92596208 3.13580000
       547 0.92593064 3.13590000
       551 0.92596934 3.13590000
       555 0.92592556 3.13590000
       559 0.92596185 3.13600000
       563 0.92595662 3.13600000
       567 0.92593147 3.13610000
       571 0.92596932 3.13610000
       575 0.92593037 3.13610000
       579 0.92595399 3.13620000
       583 0.92596456 3.13620000
       587 0.92590145 3.13620000
       591 0.92596373 3.13630000
       595 0.92595620 3.13630000
       599 0.92591516 3.13640000
       603 0.92596706 3.13640000
       607 0.92595008 3.13640000
       611 0.92591967 3.13650000
       615 0.92596759 3.13650000
       619 0.92594928 3.13650000
       623 0.92591437 3.13660000
       627 0.92596612 3.13660000
       631 0.92595415 3.13660000
       635 0.92589775 3.13670000
       639 0.92596071 3.13670000
       643 0.92596232 3.13670000
       647 0.92590334 3.13670000
       651 0.92594665 3.13680000
       655 0.92596868 3.13680000
       659 0.92593231 3.13680000
       663 0.92591639 3.13690000
       667 0.92596532 3.13690000
       671 0.92595792 3.13690000
       675 0.92589487 3.13690000
       679 0.92594149 3.13700000
       683 0.92596908 3.13700000
       687 0.92594296 3.13700000
       691 0.92588352 3.13710000
       695 0.92595180 3.13710000
       699 0.92596821 3.13710000
       703 0.92593333 3.13710000
       707 0.92588909 3.13720000
       711 0.92595335 3.13720000
       715 0.92596804 3.13720000
       719 0.92593370 3.13720000
       723 0.92587794 3.13730000
       727 0.92594717 3.13730000
       731 0.92596898 3.13730000
       735 0.92594389 3.13730000
       739 0.92587241 3.13730000
       743 0.92592939 3.13740000
       747 0.92596659 3.13740000
       751 0.92595888 3.13740000
       755 0.92590673 3.13740000
       759 0.92589113 3.13750000
       763 0.92595148 3.13750000
       767 0.92596877 3.13750000
       771 0.92594346 3.13750000
       775 0.92587599 3.13750000
       779 0.92590921 3.13760000
       783 0.92595867 3.13760000
       787 0.92596725 3.13760000
       791 0.92593536 3.13760000
       795 0.92586341 3.13760000
       799 0.92590854 3.13770000
       803 0.92595764 3.13770000
       807 0.92596786 3.13770000
       811 0.92593958 3.13770000
       815 0.92587319 3.13770000
       819 0.92588884 3.13780000
       823 0.92594731 3.13780000
       827 0.92596878 3.13780000
       831 0.92595359 3.13780000
       835 0.92590209 3.13780000
       839 0.92584202 3.13790000
       843 0.92591892 3.13790000
       847 0.92596056 3.13790000
       851 0.92596724 3.13790000
       855 0.92593931 3.13790000
       859 0.92587708 3.13790000
       863 0.92585584 3.13800000
       867 0.92592595 3.13800000
       871 0.92596270 3.13800000
       875 0.92596640 3.13800000
       879 0.92593735 3.13800000
       883 0.92587585 3.13800000
       887 0.92583971 3.13810000
       891 0.92591416 3.13810000
       895 0.92595703 3.13810000
       899 0.92596859 3.13810000
       903 0.92594913 3.13810000
       907 0.92589892 3.13810000
       911 0.92581824 3.13810000
       915 0.92587661 3.13820000
       919 0.92593573 3.13820000
       923 0.92596517 3.13820000
       927 0.92596517 3.13820000
       931 0.92593598 3.13820000
       935 0.92587787 3.13820000
       939 0.92579508 3.13830000
       943 0.92587981 3.13830000
       947 0.92593635 3.13830000
